T7Hi	890	1468	T7p01	0.3	31844
T7Hi	1277	1433	T7p02	0.4	15
T7Hi	1468	3138	T7p03	0.7	45547
T7Hi	1495	1639	T7p04	0.5	18
T7Hi	1635	1972	T7p05	0.6B	19
T7Hi	1635	1797	T7p06	0.6A	14
T7Hi	3138	5887	T7p07	1	94024
T7Hi	5887	6448	T7p08	1.2	176932
T7Hi	6006	6135	T7p09	1.1	48313
T7Hi	6448	7588	T7p10	1.3	311256
T7Hi	7607	7763	T7p11	1.4	35903
T7Hi	7790	7880	T7p12	1.5	38003
T7Hi	7905	8166	T7p13	1.6	103235
T7Hi	8165	8756	T7p14	1.7	212444
T7Hi	8748	8895	T7p15	1.8	73126
T7Hi	8897	9092	T7p16	2	81387
T7Hi	9157	9856	T7p17	2.5	388785
T7Hi	9856	10276	T7p18	2.8	253971
T7Hi	10256	10706	T7p19	3	203758
T7Hi	10705	11161	T7p20	3.5	365560
T7Hi	11224	11590	T7p21	3.8	36084
T7Hi	11564	13265	T7p22	4A	375798
T7Hi	11634	11757	T7p23	4.1	32127
T7Hi	11753	13265	T7p24	4B	348935
T7Hi	12987	13326	T7p25	4.2	122664
T7Hi	13351	13564	T7p26	4.3	175907
T7Hi	13583	13853	T7p27	4.5	243066
T7Hi	13926	14334	T7p28	4.7	62926
T7Hi	14352	16467	T7p29	5	280913
T7Hi	16482	16839	T7p30	5.3	67587
T7Hi	16850	17359	T7p31	5.5-5.7	151215
T7Hi	16850	17150	T7p32	5.5	104996
T7Hi	17149	17359	T7p33	5.7	81476
T7Hi	17358	17517	T7p34	5.9	65138
T7Hi	17503	18406	T7p35	6	299109
T7Hi	18393	18507	T7p36	6.3	82538
T7Hi	18604	18859	T7p37	6.5	142073
T7Hi	18863	19130	T7p38	6.7	208108
T7Hi	19129	19531	T7p39	7	298958
T7Hi	19534	19834	T7p40	7.3	270252
T7Hi	19847	20240	T7p41	7.7	237749
T7Hi	20239	21850	T7p42	8	394186
T7Hi	21949	22873	T7p43	9	242610
T7Hi	22966	24162	T7p44	10B	403698
T7Hi	22966	24004	T7p45	10A	346333
T7Hi	24227	24818	T7p46	11	21336
T7Hi	24841	27226	T7p47	12	81508
T7Hi	27306	27723	T7p48	13	63211
T7Hi	27727	28318	T7p49	14	145509
T7Hi	28324	30568	T7p50	15	388290
T7Hi	30594	34551	T7p51	16	394750
T7Hi	34623	36285	T7p52	17	1010606
T7Hi	36343	36547	T7p53	17.5	130024
T7Hi	36552	36822	T7p54	18	166778
T7Hi	36916	37348	T7p55	18.5	148699
T7Hi	37031	37283	T7p56	18.7	109871
T7Hi	37369	39130	T7p57	19	519348
T7Hi	38015	38273	T7p58	19.2	95140
T7Hi	38552	38726	T7p59	19.3	74187
T7Hi	39388	39538	T7p60	19.5	134143
